days,capsules,dose,speed,hatch_ratio,juveniles
12,1.7,0,42.0,93.0,
12,1.7,0,0.6666666666666666,93.0,
12,1.7,0,13.235054464061216,93.0,
12,1.7,0,4.185291706281256,93.0,
12,1.7,0,41.333333333333336,93.0,
12,1.7,0,16.4,93.0,
12,1.7,0,88.41813842228451,93.0,
12,1.7,0,0.014432989690721711,93.0,
12,1.7,0,25.06666666666667,93.0,
13,1.0,0,12.333333333333332,50.0,
13,1.0,0,12.333333333333332,50.0,
13,1.0,0,28.0,50.0,
13,1.0,0,2.6666666666666665,50.0,
13,1.0,0,9.128709291752772,50.0,
13,1.0,0,2.8867513459481295,50.0,
13,1.0,0,25.333333333333332,50.0,
13,1.0,0,11.833333333333332,50.0,
13,1.0,0,53.76355604461086,50.0,
13,1.0,0,-0.04054054054054054,50.0,
13,1.0,0,20.366666666666667,50.0,
13,0.9,0,12.333333333333332,50.0,
13,0.9,0,12.333333333333332,50.0,
13,0.9,0,28.0,50.0,
13,0.9,0,2.6666666666666665,50.0,
13,0.9,0,9.128709291752772,50.0,
13,0.9,0,2.8867513459481295,50.0,
13,0.9,0,25.333333333333332,50.0,
13,0.9,0,11.833333333333332,50.0,
13,0.9,0,53.76355604461086,50.0,
13,0.9,0,-0.04054054054054054,50.0,
13,0.9,0,20.366666666666667,50.0,
14,2.0,0,11.266666666666667,36.0,
14,2.0,0,11.266666666666667,36.0,
14,2.0,0,23.333333333333332,36.0,
14,2.0,0,4.0,36.0,
14,2.0,0,6.732636560941661,36.0,
14,2.0,0,2.129046619069868,36.0,
14,2.0,0,19.333333333333332,36.0,
14,2.0,0,9.400000000000002,36.0,
14,2.0,0,56.904796955903535,36.0,
14,2.0,0,-0.16568047337278094,36.0,
14,2.0,0,8.333333333333334,36.0,
14,0.8,0,11.266666666666667,36.0,
14,0.8,0,11.266666666666667,36.0,
14,0.8,0,23.333333333333332,36.0,
14,0.8,0,4.0,36.0,
14,0.8,0,6.732636560941661,36.0,
14,0.8,0,2.129046619069868,36.0,
14,0.8,0,19.333333333333332,36.0,
14,0.8,0,9.400000000000002,36.0,
14,0.8,0,56.904796955903535,36.0,
14,0.8,0,-0.16568047337278094,36.0,
14,0.8,0,8.333333333333334,36.0,
15,2.0,0,11.033333333333333,77.0,
15,2.0,0,11.033333333333333,77.0,
15,2.0,0,37.0,77.0,
15,2.0,0,1.3333333333333333,77.0,
15,2.0,0,11.196835972830412,77.0,
15,2.0,0,3.540750426145129,77.0,
15,2.0,0,35.666666666666664,77.0,
15,2.0,0,9.3,77.0,
15,2.0,0,120.71577221267049,77.0,
15,2.0,0,-0.1570996978851963,77.0,
15,2.0,0,16.633333333333333,77.0,
15,0.8,0,11.033333333333333,77.0,
15,0.8,0,11.033333333333333,77.0,
15,0.8,0,37.0,77.0,
15,0.8,0,1.3333333333333333,77.0,
15,0.8,0,11.196835972830412,77.0,
15,0.8,0,3.540750426145129,77.0,
15,0.8,0,35.666666666666664,77.0,
15,0.8,0,9.3,77.0,
15,0.8,0,120.71577221267049,77.0,
15,0.8,0,-0.1570996978851963,77.0,
15,0.8,0,16.633333333333333,77.0,
16,1.0,0,20.666666666666668,27.0,
16,1.0,0,20.666666666666668,27.0,
16,1.0,0,58.666666666666664,27.0,
16,1.0,0,7.0,27.0,
16,1.0,0,14.008815566643985,27.0,
16,1.0,0,4.429976451181731,27.0,
16,1.0,0,51.666666666666664,27.0,
16,1.0,0,14.533333333333335,27.0,
16,1.0,0,101.97298032720279,27.0,
16,1.0,0,-0.2967741935483871,27.0,
16,1.0,0,17.96666666666667,27.0,
16,0.2,0,20.666666666666668,27.0,
16,0.2,0,20.666666666666668,27.0,
16,0.2,0,58.666666666666664,27.0,
16,0.2,0,7.0,27.0,
16,0.2,0,14.008815566643985,27.0,
16,0.2,0,4.429976451181731,27.0,
16,0.2,0,51.666666666666664,27.0,
16,0.2,0,14.533333333333335,27.0,
16,0.2,0,101.97298032720279,27.0,
16,0.2,0,-0.2967741935483871,27.0,
16,0.2,0,17.96666666666667,27.0,
17,0.0,0,25.533333333333335,63.0,
17,0.0,0,25.533333333333335,63.0,
17,0.0,0,58.333333333333336,63.0,
17,0.0,0,10.666666666666666,63.0,
17,0.0,0,17.005590947002993,63.0,
17,0.0,0,5.37764003496692,63.0,
17,0.0,0,47.66666666666667,63.0,
17,0.0,0,8.0,63.0,
17,0.0,0,88.54098583616238,63.0,
17,0.0,0,-0.6866840731070496,63.0,
17,0.0,0,18.2,63.0,
17,0.6,0,25.533333333333335,63.0,
17,0.6,0,25.533333333333335,63.0,
17,0.6,0,58.333333333333336,63.0,
17,0.6,0,10.666666666666666,63.0,
17,0.6,0,17.005590947002993,63.0,
17,0.6,0,5.37764003496692,63.0,
17,0.6,0,47.66666666666667,63.0,
17,0.6,0,8.0,63.0,
17,0.6,0,88.54098583616238,63.0,
17,0.6,0,-0.6866840731070496,63.0,
17,0.6,0,18.2,63.0,
18,1.0,0,16.433333333333334,47.0,
18,1.0,0,16.433333333333334,47.0,
18,1.0,0,54.0,47.0,
18,1.0,0,8.0,47.0,
18,1.0,0,13.798416441617361,47.0,
18,1.0,0,4.363442405902664,47.0,
18,1.0,0,46.0,47.0,
18,1.0,0,11.600000000000001,47.0,
18,1.0,0,68.42862536452266,47.0,
18,1.0,0,-0.29411764705882343,47.0,
18,1.0,0,12.8,47.0,
18,1.1,0,16.433333333333334,47.0,
18,1.1,0,16.433333333333334,47.0,
18,1.1,0,54.0,47.0,
18,1.1,0,8.0,47.0,
18,1.1,0,13.798416441617361,47.0,
18,1.1,0,4.363442405902664,47.0,
18,1.1,0,46.0,47.0,
18,1.1,0,11.600000000000001,47.0,
18,1.1,0,68.42862536452266,47.0,
18,1.1,0,-0.29411764705882343,47.0,
18,1.1,0,12.8,47.0,
19,4.0,0,15.333333333333334,37.0,
19,4.0,0,15.333333333333334,37.0,
19,4.0,0,51.0,37.0,
19,4.0,0,1.3333333333333333,37.0,
19,4.0,0,14.260365517452838,37.0,
19,4.0,0,4.50952353016766,37.0,
19,4.0,0,49.666666666666664,37.0,
19,4.0,0,20.63333333333333,37.0,
19,4.0,0,96.15693812965117,37.0,
19,4.0,0,0.34565217391304315,37.0,
19,4.0,0,8.933333333333334,37.0,
19,0.4,0,15.333333333333334,37.0,
19,0.4,0,15.333333333333334,37.0,
19,0.4,0,51.0,37.0,
19,0.4,0,1.3333333333333333,37.0,
19,0.4,0,14.260365517452838,37.0,
19,0.4,0,4.50952353016766,37.0,
19,0.4,0,49.666666666666664,37.0,
19,0.4,0,20.63333333333333,37.0,
19,0.4,0,96.15693812965117,37.0,
19,0.4,0,0.34565217391304315,37.0,
19,0.4,0,8.933333333333334,37.0,
20,2.0,0,20.1,82.0,
20,2.0,0,20.1,82.0,
20,2.0,0,59.333333333333336,82.0,
20,2.0,0,1.3333333333333333,82.0,
20,2.0,0,16.125319405392435,82.0,
20,2.0,0,5.099273731875215,82.0,
20,2.0,0,58.0,82.0,
20,2.0,0,15.73333333333333,82.0,
20,2.0,0,55.54278636488974,82.0,
20,2.0,0,-0.21724709784411295,82.0,
20,2.0,0,10.3,82.0,
20,,0,20.1,82.0,
20,,0,20.1,82.0,
20,,0,59.333333333333336,82.0,
20,,0,1.3333333333333333,82.0,
20,,0,16.125319405392435,82.0,
20,,0,5.099273731875215,82.0,
20,,0,58.0,82.0,
20,,0,15.73333333333333,82.0,
20,,0,55.54278636488974,82.0,
20,,0,-0.21724709784411295,82.0,
20,,0,10.3,82.0,
20,0.3,0,20.1,82.0,
20,0.3,0,20.1,82.0,
20,0.3,0,59.333333333333336,82.0,
20,0.3,0,1.3333333333333333,82.0,
20,0.3,0,16.125319405392435,82.0,
20,0.3,0,5.099273731875215,82.0,
20,0.3,0,58.0,82.0,
20,0.3,0,15.73333333333333,82.0,
20,0.3,0,55.54278636488974,82.0,
20,0.3,0,-0.21724709784411295,82.0,
20,0.3,0,10.3,82.0,
20,,0,20.1,82.0,
20,,0,20.1,82.0,
20,,0,59.333333333333336,82.0,
20,,0,1.3333333333333333,82.0,
20,,0,16.125319405392435,82.0,
20,,0,5.099273731875215,82.0,
20,,0,58.0,82.0,
20,,0,15.73333333333333,82.0,
20,,0,55.54278636488974,82.0,
20,,0,-0.21724709784411295,82.0,
20,,0,10.3,82.0,
21,0.0,0,24.46666666666667,36.0,
21,0.0,0,24.46666666666667,36.0,
21,0.0,0,53.333333333333336,36.0,
21,0.0,0,6.666666666666667,36.0,
21,0.0,0,15.80842094706192,36.0,
21,0.0,0,4.999061640343176,36.0,
21,0.0,0,46.66666666666667,36.0,
21,0.0,0,15.6,36.0,
21,0.0,0,48.23152308560567,36.0,
21,0.0,0,-0.3623978201634878,36.0,
21,0.0,0,11.600000000000001,36.0,
21,0.8,0,24.46666666666667,36.0,
21,0.8,0,24.46666666666667,36.0,
21,0.8,0,53.333333333333336,36.0,
21,0.8,0,6.666666666666667,36.0,
21,0.8,0,15.80842094706192,36.0,
21,0.8,0,4.999061640343176,36.0,
21,0.8,0,46.66666666666667,36.0,
21,0.8,0,15.6,36.0,
21,0.8,0,48.23152308560567,36.0,
21,0.8,0,-0.3623978201634878,36.0,
21,0.8,0,11.600000000000001,36.0,
22,0.9,0,27.2,93.0,
22,0.9,0,27.2,93.0,
22,0.9,0,60.0,93.0,
22,0.9,0,4.0,93.0,
22,0.9,0,17.158807981850742,93.0,
22,0.9,0,5.426091515612548,93.0,
22,0.9,0,56.0,93.0,
22,0.9,0,14.26666666666667,93.0,
22,0.9,0,36.60933220043005,93.0,
22,0.9,0,-0.47549019607843124,93.0,
22,0.9,0,12.533333333333335,93.0,
22,0.2,0,27.2,93.0,
22,0.2,0,27.2,93.0,
22,0.2,0,60.0,93.0,
22,0.2,0,4.0,93.0,
22,0.2,0,17.158807981850742,93.0,
22,0.2,0,5.426091515612548,93.0,
22,0.2,0,56.0,93.0,
22,0.2,0,14.26666666666667,93.0,
22,0.2,0,36.60933220043005,93.0,
22,0.2,0,-0.47549019607843124,93.0,
22,0.2,0,12.533333333333335,93.0,
23,2.0,0,35.233333333333334,50.0,
23,2.0,0,35.233333333333334,50.0,
23,2.0,0,76.33333333333333,50.0,
23,2.0,0,13.666666666666666,50.0,
23,2.0,0,19.841999351668285,50.0,
23,2.0,0,6.274591128285608,50.0,
23,2.0,0,62.666666666666664,50.0,
23,2.0,0,14.6,50.0,
23,2.0,0,42.09562489951706,50.0,
23,2.0,0,-0.5856196783349101,50.0,
23,2.0,0,12.4,50.0,
23,1.4,0,35.233333333333334,50.0,
23,1.4,0,35.233333333333334,50.0,
23,1.4,0,76.33333333333333,50.0,
23,1.4,0,13.666666666666666,50.0,
23,1.4,0,19.841999351668285,50.0,
23,1.4,0,6.274591128285608,50.0,
23,1.4,0,62.666666666666664,50.0,
23,1.4,0,14.6,50.0,
23,1.4,0,42.09562489951706,50.0,
23,1.4,0,-0.5856196783349101,50.0,
23,1.4,0,12.4,50.0,
24,1.0,0,23.333333333333332,36.0,
24,1.0,0,23.333333333333332,36.0,
24,1.0,0,48.666666666666664,36.0,
24,1.0,0,3.6666666666666665,36.0,
24,1.0,0,12.898463876383515,36.0,
24,1.0,0,4.078852416677642,36.0,
24,1.0,0,45.0,36.0,
24,1.0,0,8.333333333333332,36.0,
24,1.0,0,48.47909056719427,36.0,
24,1.0,0,-0.6428571428571429,36.0,
24,1.0,0,18.133333333333333,36.0,
24,2.0,0,23.333333333333332,36.0,
24,2.0,0,23.333333333333332,36.0,
24,2.0,0,48.666666666666664,36.0,
24,2.0,0,3.6666666666666665,36.0,
24,2.0,0,12.898463876383515,36.0,
24,2.0,0,4.078852416677642,36.0,
24,2.0,0,45.0,36.0,
24,2.0,0,8.333333333333332,36.0,
24,2.0,0,48.47909056719427,36.0,
24,2.0,0,-0.6428571428571429,36.0,
24,2.0,0,18.133333333333333,36.0,
25,0.0,0,26.333333333333332,77.0,
25,0.0,0,26.333333333333332,77.0,
25,0.0,0,58.333333333333336,77.0,
25,0.0,0,3.3333333333333335,77.0,
25,0.0,0,14.334625264773466,77.0,
25,0.0,0,4.533006524167837,77.0,
25,0.0,0,55.0,77.0,
25,0.0,0,12.333333333333334,77.0,
25,0.0,0,65.32618735237224,77.0,
25,0.0,0,-0.5316455696202531,77.0,
25,0.0,0,17.46666666666667,77.0,
25,1.2,0,26.333333333333332,77.0,
25,1.2,0,26.333333333333332,77.0,
25,1.2,0,58.333333333333336,77.0,
25,1.2,0,3.3333333333333335,77.0,
25,1.2,0,14.334625264773466,77.0,
25,1.2,0,4.533006524167837,77.0,
25,1.2,0,55.0,77.0,
25,1.2,0,12.333333333333334,77.0,
25,1.2,0,65.32618735237224,77.0,
25,1.2,0,-0.5316455696202531,77.0,
25,1.2,0,17.46666666666667,77.0,
26,2.0,0,22.766666666666666,27.0,
26,2.0,0,22.766666666666666,27.0,
26,2.0,0,37.333333333333336,27.0,
26,2.0,0,6.666666666666667,27.0,
26,2.0,0,9.289646433756113,27.0,
26,2.0,0,2.937644138832981,27.0,
26,2.0,0,30.666666666666668,27.0,
26,2.0,0,17.933333333333334,27.0,
26,2.0,0,29.775897107027514,27.0,
26,2.0,0,-0.21229868228404095,27.0,
26,2.0,0,13.266666666666666,27.0,
26,0.5,0,22.766666666666666,27.0,
26,0.5,0,22.766666666666666,27.0,
26,0.5,0,37.333333333333336,27.0,
26,0.5,0,6.666666666666667,27.0,
26,0.5,0,9.289646433756113,27.0,
26,0.5,0,2.937644138832981,27.0,
26,0.5,0,30.666666666666668,27.0,
26,0.5,0,17.933333333333334,27.0,
26,0.5,0,29.775897107027514,27.0,
26,0.5,0,-0.21229868228404095,27.0,
26,0.5,0,13.266666666666666,27.0,
27,1.0,0,16.500000000000004,63.0,
27,1.0,0,16.500000000000004,63.0,
27,1.0,0,40.333333333333336,63.0,
27,1.0,0,1.3333333333333333,63.0,
27,1.0,0,11.303064153549657,63.0,
27,1.0,0,3.5743427264220093,63.0,
27,1.0,0,39.0,63.0,
27,1.0,0,23.799999999999997,63.0,
27,1.0,0,66.7459976226537,63.0,
27,1.0,0,0.44242424242424194,63.0,
27,1.0,0,20.633333333333333,63.0,
27,2.0,0,16.500000000000004,63.0,
27,2.0,0,16.500000000000004,63.0,
27,2.0,0,40.333333333333336,63.0,
27,2.0,0,1.3333333333333333,63.0,
27,2.0,0,11.303064153549657,63.0,
27,2.0,0,3.5743427264220093,63.0,
27,2.0,0,39.0,63.0,
27,2.0,0,23.799999999999997,63.0,
27,2.0,0,66.7459976226537,63.0,
27,2.0,0,0.44242424242424194,63.0,
27,2.0,0,20.633333333333333,63.0,
28,2.0,0,23.23333333333333,47.0,
28,2.0,0,23.23333333333333,47.0,
28,2.0,0,51.0,47.0,
28,2.0,0,7.333333333333333,47.0,
28,2.0,0,12.068784344562447,47.0,
28,2.0,0,3.81648471181997,47.0,
28,2.0,0,43.666666666666664,47.0,
28,2.0,0,18.733333333333334,47.0,
28,2.0,0,39.75053391243583,47.0,
28,2.0,0,-0.19368723098995683,47.0,
28,2.0,0,15.466666666666665,47.0,
28,1.4,0,23.23333333333333,47.0,
28,1.4,0,23.23333333333333,47.0,
28,1.4,0,51.0,47.0,
28,1.4,0,7.333333333333333,47.0,
28,1.4,0,12.068784344562447,47.0,
28,1.4,0,3.81648471181997,47.0,
28,1.4,0,43.666666666666664,47.0,
28,1.4,0,18.733333333333334,47.0,
28,1.4,0,39.75053391243583,47.0,
28,1.4,0,-0.19368723098995683,47.0,
28,1.4,0,15.466666666666665,47.0,
29,0.0,0,24.1,37.0,
29,0.0,0,24.1,37.0,
29,0.0,0,43.333333333333336,37.0,
29,0.0,0,3.0,37.0,
29,0.0,0,11.861390837190752,37.0,
29,0.0,0,3.7509011262974226,37.0,
29,0.0,0,40.333333333333336,37.0,
29,0.0,0,17.6,37.0,
29,0.0,0,92.99308855461594,37.0,
29,0.0,0,-0.2697095435684647,37.0,
29,0.0,0,20.8,37.0,
29,1.2,0,24.1,37.0,
29,1.2,0,24.1,37.0,
29,1.2,0,43.333333333333336,37.0,
29,1.2,0,3.0,37.0,
29,1.2,0,11.861390837190752,37.0,
29,1.2,0,3.7509011262974226,37.0,
29,1.2,0,40.333333333333336,37.0,
29,1.2,0,17.6,37.0,
29,1.2,0,92.99308855461594,37.0,
29,1.2,0,-0.2697095435684647,37.0,
29,1.2,0,20.8,37.0,
30,0.0,0,24.666666666666664,82.0,
30,0.0,0,24.666666666666664,82.0,
30,0.0,0,46.666666666666664,82.0,
30,0.0,0,3.0,82.0,
30,0.0,0,12.00719948639869,82.0,
30,0.0,0,3.7970098697023813,82.0,
30,0.0,0,43.666666666666664,82.0,
30,0.0,0,16.200000000000003,82.0,
30,0.0,0,52.91618547573875,82.0,
30,0.0,0,-0.34324324324324307,82.0,
30,0.0,0,24.633333333333333,82.0,
30,,0,24.666666666666664,82.0,
30,,0,24.666666666666664,82.0,
30,,0,46.666666666666664,82.0,
30,,0,3.0,82.0,
30,,0,12.00719948639869,82.0,
30,,0,3.7970098697023813,82.0,
30,,0,43.666666666666664,82.0,
30,,0,16.200000000000003,82.0,
30,,0,52.91618547573875,82.0,
30,,0,-0.34324324324324307,82.0,
30,,0,24.633333333333333,82.0,
30,0.4,0,24.666666666666664,82.0,
30,0.4,0,24.666666666666664,82.0,
30,0.4,0,46.666666666666664,82.0,
